topaz_id,wepp_id,width,length,area,slope,aspect,dom_landuse,landuse_description,dom_soil,soil_description,cli_fn,longest_fp,longest_fp_length,longest_fp_slope
,,m,m,ha,decimal,degree,,,,,,,m,decimal
82,16,397.27922061357856,131.39373340337212,5.220000000000001,0.6685770261965486,242.1361200938844,119,Shrub High Severity Fire,459997-loam-shrub high sev fire,"Goulding very rocky loam, 50 to 70 percent slopes, eroded (STV-L) - shrub high sev fire",wepp.cli,,,
83,17,397.27922061357856,38.51195634236769,1.53,0.7139830705848508,321.22694646222595,105,High Severity Fire,460077-loam-forest high sev fire,"Neuns very stony loam, 50 to 80 percent slopes (STV-L) - forest high sev fire",wepp.cli,,,
92,18,482.13203435596427,220.2716111611683,10.620000000000001,0.7932010247042387,288.5884494617439,105,High Severity Fire,460077-loam-forest high sev fire,"Neuns very stony loam, 50 to 80 percent slopes (STV-L) - forest high sev fire",wepp.cli,,,
93,19,482.13203435596427,322.9405824651027,15.57,0.6818405093410028,51.4689085278238,105,High Severity Fire,460077-loam-forest high sev fire,"Neuns very stony loam, 50 to 80 percent slopes (STV-L) - forest high sev fire",wepp.cli,,,
101,20,329.3654879597506,319.7056274847714,10.530000000000001,0.669612827525105,280.680470660961,105,High Severity Fire,460077-loam-forest high sev fire,"Neuns very stony loam, 50 to 80 percent slopes (STV-L) - forest high sev fire",wepp.cli,,,
103,21,60.0,75.0,0.45,0.7808658220189348,308.4393723118368,105,High Severity Fire,460077-loam-forest high sev fire,"Neuns very stony loam, 50 to 80 percent slopes (STV-L) - forest high sev fire",wepp.cli,,,
111,22,382.0932931219818,310.91883092036784,11.88,0.6511555320826272,317.15934177501777,105,High Severity Fire,460077-loam-forest high sev fire,"Neuns very stony loam, 50 to 80 percent slopes (STV-L) - forest high sev fire",wepp.cli,,,
112,23,242.1320343559643,122.66034966830246,2.97,1.447560557504323,268.8282374328222,105,High Severity Fire,460077-loam-forest high sev fire,"Neuns very stony loam, 50 to 80 percent slopes (STV-L) - forest high sev fire",wepp.cli,,,
113,24,242.1320343559643,449.7546154504423,10.89,0.3881972214616786,20.479859183384136,105,High Severity Fire,460077-loam-forest high sev fire,"Neuns very stony loam, 50 to 80 percent slopes (STV-L) - forest high sev fire",wepp.cli,,,
132,25,754.2640687119285,170.62989652918705,12.870000000000001,0.8243129646151149,10.842319495802457,105,High Severity Fire,460076-loam-forest high sev fire,"Neuns very stony loam, 8 to 50 percent slopes (STV-L) - forest high sev fire",wepp.cli,,,
